CD_CVM,TICKER,DENOM_SOCIAL,DENOM_COMERC,SETOR_ATIV,PF_PJ,CNPJ,DT_REG,DT_CONST,DT_CANCEL,MOTIVO_CANCEL,SIT_REG,DT_INI_SIT,SIT_EMISSOR,DT_INI_SIT_EMISSOR,CATEG_REG,DT_INI_CATEG,AUDITOR,CNPJ_AUDITOR,TP_ENDER,LOGRADOURO,COMPL,BAIRRO,CIDADE,UF,PAIS,CD_POSTAL,TEL,FAX,EMAIL,TP_RESP,RESP,DT_INI_RESP,LOGRADOURO_RESP,COMPL_RESP,BAIRRO_RESP,CIDADE_RESP,UF_RESP,PAIS_RESP,CEP_RESP,TEL_RESP,FAX_RESP,EMAIL_RESP,TP_MERC
2607,,CEVEKOL SA IND COM PROD QUIM,CEVEKOL,Petroquímicos e Borracha,PJ,6.05869E+13,10/21/1982,,3/22/2005,CANCELAMENTO DE OFÍCIO C/BASE INSTR. CVM 287/98,CANCELADA,3/22/2005,,,,,DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES,4.99286E+13,SEDE,R BOA VISTA 254/5 CJ 512,,,SÃO PAULO,SP,BRASIL,,(11) 376161,,,DIRETOR DE RELAÇÕES COM INVESTIDORES,JOSE VIEIRA,10/21/1982,AV ANGELICA 2632 CJ. 121,,,SÃO PAULO,SP,,1014000,(11) 376161,,,
2615,,CHAPECO PARANA SA IND E COM,CHAPECO PARANA,ALIMENTOS,PJ,7.74049E+13,10/4/1983,,8/16/1988,ELISÃO POR INCORPORAÇÃO,CANCELADA,8/16/1988,,,,,MERITO AUDITORES INDEPENDENTES,4.78605E+13,SEDE,ROD. PR-180 KM.04,,,FRANCISCO BELTRÃO,PR,BRASIL,,(0465) 232211,,,DIRETOR DE RELAÇÕES COM INVESTIDORES,PLINIO DAVID DE NES FILHO,10/4/1983,"RUA MARECHAL BORMANN, 14",,,CHAPECÓ,SC,,89800000,(0497) 221811,,,BOLSA
2631,,CIA PRODUTORES ARMS GERAIS,PRODUTORES ARMAZENS,Serviços Transporte e Logística,PJ,5.8144E+13,7/20/1977,,4/15/1994,ATENDIMENTO AS NORMAS DA INSTR CVM 03/78,CANCELADA,4/15/1994,,,,,SERGIO VAILATI,848590830,SEDE,"RUA SENADOR FEIJO, 69 - 5 AND.",,,SÃO PAULO,SP,BRASIL,,(11) 374485,,,DIRETOR DE RELAÇÕES COM INVESTIDORES,ANTONIO YOSHINORI NAKANO,7/20/1977,"RUA SENADOR FEIJO, 69 - 5 AND.",,,SÃO PAULO,SP,,1006001,(11) 374485,,,BOLSA
2658,,ARCELORMITTAL INOX BRASIL S.A.,ARCELORMITTAL INOX BRASIL S.A.,METALURGIA E SIDERURGIA,PJ,3.33902E+13,12/22/1971,10/31/1944,4/24/2008,ATENDIMENTO AS NORMAS DA INSTRUÇÃO CVM Nº 361/02,CANCELADA,4/24/2008,,,,,KPMG AUDITORES INDEPENDENTES,5.77552E+13,SEDE,"AV. JOÃO PINHEIRO, 580",,CENTRO,BELO HORIZONTE,MG,BRASIL,,(31) 32354235,(31) 32354228,adriana-lucia.lana@arcelormittal.com.br,DIRETOR DE RELAÇÕES COM INVESTIDORES,GUY LUCIEN ANDRé BROUTECHOUX,11/27/2007,AV. JOãO PINHEIRO,580,CENTRO,BELO HORIZONTE,MG,,30130180,(31) 32354268,(31) 32737218,INOX.RI@ARCELORMITTAL.COM.BR,BOLSA
2666,,FAB DA PEDRA SA FIAÇÃO E TECELAGEM,MULTIFABRIL,TEXTIL E VESTUÁRIO,PJ,1.08316E+13,12/28/1971,,11/8/1993,ATENDIMENTO AS NORMAS DA INSTR CVM 03/78,CANCELADA,11/8/1993,,,,,KPMG AUDITORES INDEPENDENTES,5.77552E+13,SEDE,PC JOAQUIM NABUCO S/N,,CENTRO,DELMIRO GOUVEIA,AL,BRASIL,,(82) 2216771,,,DIRETOR DE RELAÇÕES COM INVESTIDORES,MARCOS RECHTMAN,12/28/1971,AV. AUTOMOVEL CLUB 122/330,,,RIO DE JANEIRO,RJ,,20761000,(21) 2019012,,,BALCÃO NÃO ORGANIZADO
2674,,CIA AGRO INDL DE GOIAS CAGIGO,CAGIGO,ALIMENTOS,PJ,2.19402E+12,6/10/1969,,9/4/1991,ELISÃO POR TRANSFORMAÇÃO,CANCELADA,9/4/1991,,,,,SOLTZ MATTOSO & MENDES AUDITORES INDEPENDENTES,1.86928E+13,SEDE,RUA TUPINAMBAS 360 CJS 1302,,,BELO HORIZONTE,MG,BRASIL,,(31) 2249888,,,DIRETOR DE RELAÇÕES COM INVESTIDORES,ADMARDO TERRA CALDEIRA,6/10/1969,R TUPINAMBAS 360/1501,,,BELO HORIZONTE,MG,,30120000,(31) 2249888,,,BALCÃO NÃO ORGANIZADO
2690,,CIA AGRO PECUARIA SANTA INES,AGROPEC SANTA INES,"AGRICULTURA (AÇUCAR, ALCOOL E CANA)",PJ,6.2767E+12,10/7/1982,,7/9/1986,ATENDIMENTO AS NORMAS DA INSTR CVM 03/78,CANCELADA,7/9/1986,,,,,,,SEDE,R SANTO ANTONIO 2,,,SANTA INÊS,MA,BRASIL,,(98) 8511436,,,DIRETOR DE RELAÇÕES COM INVESTIDORES,MIGUEL FERNANDES GORGULHO,10/7/1982,R DO FLAMENGO 36 A,,,RIO DE JANEIRO,RJ,,65300000,(98) 38511436,,,BALCÃO NÃO ORGANIZADO
2704,,CIA ALGIMAR INDUSTRIA QUIMICA ALGINATOS,ALGIMAR,ALIMENTOS,PJ,7.29268E+12,7/20/1977,,3/21/2006,CANCELAMENTO DE OFÍCIO C/BASE INSTR. CVM 287/98,CANCELADA,3/21/2006,,,,,,,SEDE,ESTRADA DA REDINHA S/N,,RENDINHA,NATAL,RN,BRASIL,,(84) 2324200,,,DIRETOR DE RELAÇÕES COM INVESTIDORES,VLADIMIR JAN H.I.DE STERNBER,7/20/1977,ESTRADA DA REDINHA S/N,,,NATAL,RN,,59000000,(84) 2324200,,,BALCÃO NÃO ORGANIZADO
2712,,CIA AMAZONENSE SAPONIFICACAO,COMASA,Petroquímicos e Borracha,PJ,4.5647E+12,9/23/1976,,12/20/2005,CANCELAMENTO DE OFÍCIO C/BASE INSTR. CVM 287/98,CANCELADA,12/20/2005,,,,,,,SEDE,RUA RIO ICA 21,,DIST INDL SUFRAMA,MANAUS,AM,BRASIL,,(92) 2326528,,,,,,,,,,,,,,,,BALCÃO NÃO ORGANIZADO
2720,,COMPANHIA  AMAZÔNIA TÊXTIL DE  ANIAGEM,CATA,TEXTIL E VESTUÁRIO,PJ,4.89676E+12,12/9/1975,,4/16/2001,ATENDIMENTO AS NORMAS DA INSTR CVM 229/95,CANCELADA,4/18/2001,,,,,AUDITAN - AUDITORIA INDEPENDENTE,6.38068E+13,SEDE,"AV. BERNARDO SAYAO, 138",,JURUNAS,BELÉM,PA,BRASIL,,(91) 2240133,(91) 2254169,cata@interconect.com.br,DIRETOR DE RELAÇÕES COM INVESTIDORES,AGOSTINHO DE JESUS MARTINS,12/9/1975,"AV. BERNARDO SAYAO, 138",,JURUNAS,BELÉM,PA,,66023130,(91) 2240133,(0091) 2254169,cata@interconect.com.br,BOLSA
2739,,CIA AMERICA SUL CFI,CREASUL,BANCOS,PJ,3.30747E+13,7/20/1977,,5/19/1989,ELISÃO POR INCORPORAÇÃO,CANCELADA,5/19/1989,,,,,NARA - KOISEKI AUDITORES INDEPENDENTES,4.71949E+13,SEDE,"R.SEN.P.EGIDIO,72-1 AND.CJ.110",,,SÃO PAULO,SP,BRASIL,,(11) 379544,,,DIRETOR DE RELAÇÕES COM INVESTIDORES,AKIRA SUSUKI,7/20/1977,R SEN PAULO EGIDIO 72 CONJ 109,,,SÃO PAULO,SP,,1006000,(11) 379544,,,BOLSA
2747,,CIA AMERICA FABRIL,AMERICA FABRIL,TEXTIL E VESTUÁRIO,PJ,3.3616E+13,1/12/1970,,9/21/2004,CANCELAMENTO DE OFÍCIO C/BASE INSTR. CVM 287/98,CANCELADA,9/21/2004,,,,,WALTER HEUER AUDITORES INDEPENDENTES,6.14114E+13,SEDE,VILA INHOMIRIM S/Nº,,PAU GRANDE,MAGÉ,RJ,BRASIL,,(21) 25211299,,,DIRETOR DE RELAÇÕES COM INVESTIDORES,JARBAS ATHAYDE GUIMARAES,1/12/1970,RUA RAUL POMPEIA 45 LOJA A,,,RIO DE JANEIRO,RJ,,22080000,(21) 5211593,,,BALCÃO NÃO ORGANIZADO
2755,,COMPANHIA BRASILEIRA DE BEBIDAS ( Atual demominação  social da Cia Antarctica Paulista IBBC),ANTARCTICA PAULISTA,BEBIDAS E FUMO,PJ,6.0522E+13,3/6/1970,,1/18/2000,ATENDIMENTO AS NORMAS DA INSTR CVM 229/95,CANCELADA,1/18/2000,,,,,DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES,4.99286E+13,SEDE,AV PRESIDENTE WILSON 274,,MOOCA,SÃO PAULO,SP,BRASIL,,(11) 32731000,(11) 32731900,disk@antarctica.com.br,DIRETOR DE RELAÇÕES COM INVESTIDORES,OSVALDO VIVANCO,3/6/1970,AV PRESIDENTE WILSON 274,,MOOCA,SÃO PAULO,SP,,3107900,(11) 32731000,(0011) 32731900,ri@antarctica.com.br,BOLSA
2763,,COMPANHIA  ELDORADO DE HOTEIS,HOTEIS ELDORADO,HOSPEDAGEM E TURISMO,PJ,6.27911E+13,11/21/1972,4/10/1970,7/19/2007,ATENDIMENTO AS NORMAS DA INSTRUÇÃO CVM Nº 361/02,CANCELADA,7/19/2007,,,,,BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES,5.42769E+13,SEDE,"ALAMEDA SANTOS, 1787 - 13º AND",AR,JARDIM PAULISTA,SÃO PAULO,SP,BRASIL,,(11) 32533233,(11) 2515246,info@hoteiseldorado.com.br,DIRETOR DE RELAÇÕES COM INVESTIDORES,BERNARDO SAHM,4/29/2005,"ALAMEDA SANTOS, 1787",13º ANDAR,CERQUEIRA CESAR,SÃO PAULO,SP,,1419902,(11  ) 32533233,(11  ) 32887418,BERNARDO@HOTEISELDORADO.COM.BR,BOLSA
2780,,CIA AUXILIAR EMP MIN CAEMI,CAEMI,EMP. ADM. PARTICIPAÇÕES,PJ,3.34901E+13,11/25/1981,,5/6/1991,ELISÃO POR INCORPORAÇÃO,CANCELADA,5/6/1991,,,,,PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES,6.15621E+13,SEDE,PR DE BOTAFOGO 300 13 ANDAR,,,RIO DE JANEIRO,RJ,BRASIL,,(21) 25524422,,,DIRETOR DE RELAÇÕES COM INVESTIDORES,OCTAVIO LOPES CASTELLO BRANCO,11/25/1981,PR DE BOTAFOGO 300/13 AND,,,RIO DE JANEIRO,RJ,,22259000,(21) 5524422,,,BOLSA
2801,,CIA BANDEIRANTES CFI,BANDEIRANTES CFI,BANCOS,PJ,1.71674E+13,7/20/1977,,7/21/1997,ELISÃO POR INCORPORAÇÃO,CANCELADA,7/21/1997,,,,,KPMG AUDITORES INDEPENDENTES,5.77552E+13,SEDE,R BOA VISTA 162/7 ANDAR,,,SÃO PAULO,SP,BRASIL,,(11) 2337122,(11) 2337252,,DIRETOR DE RELAÇÕES COM INVESTIDORES,GERALDO MACHADO,7/20/1977,"RUA BOA VISTA, 162 - 6 ANDAR",,,SÃO PAULO,SP,,1014902,(11) 2337122,(0011) 2337252,,BOLSA
2810,,CIA BANDEIRANTES ARMS GERAIS,BANDEIRANTES,Serviços Transporte e Logística,PJ,5.81282E+13,7/20/1977,2/25/1966,5/20/2011,Cancelamento Voluntário - IN CVM 480/09,CANCELADA,5/20/2011,FASE OPERACIONAL,7/20/1977,Categoria A,1/1/2010,RENATO DA SILVA ARAÚJO,66816017820,SEDE,Avenida Presidente Wilson,5047,Vila Independência,SÃO PAULO,SP,BRASIL,,(13) 21045900,(13) 21045930,anselmo.moreto@ciaband.com.br,DIRETOR DE RELAÇÕES COM INVESTIDORES,DANILO ALENCAR ROLIM,7/20/1977,"AV.PRESIDENTE WILSON, 5047",,IPIRANGA,SÃO PAULO,SP,BRASIL,4220000,(11) 2154555,(11) 2154555,anselmo.moreto@ciaband.com.br,BOLSA
2828,,CIA BANGU DESENVOLVIMENTO PARTICIPAÇÕES,BANGU DESENV,Emp. Adm. Part. - Têxtil e Vestuário,PJ,4.25841E+13,7/20/1977,,12/20/2005,CANCELAMENTO DE OFÍCIO C/BASE INSTR. CVM 287/98,CANCELADA,12/20/2005,,,,,AUDIVA AUDITORES INDEPENDENTES EPP,2.72812E+13,SEDE,RUA FONSECA Nº 240,,BANGU,RIO DE JANEIRO,RJ,BRASIL,,(21) 24019555,(21) 24019545,,DIRETOR DE RELAÇÕES COM INVESTIDORES,HERMINIO DE FREITAS,7/20/1977,RUA FONSECA Nº  240,,BANGU,RIO DE JANEIRO,RJ,,21820000,(21) 4019555,(21) 4019545,,BALCÃO NÃO ORGANIZADO
2836,,CIA BOZANO SIMONSEN COM IND,B SIMONSEN COM IND,EMP. ADM. PARTICIPAÇÕES,PJ,4.21137E+13,7/20/1977,,4/22/1992,ATENDIMENTO AS NORMAS DA INSTR CVM 03/78,CANCELADA,4/22/1992,,,,,"BOUCINHAS, CAMPOS & CONTI AUDITORES INDEPENDENTES S/S",6.26504E+13,SEDE,AV RIO BRANCO 138/12 ANDAR,,,RIO DE JANEIRO,RJ,BRASIL,,(21) 22718312,,,DIRETOR DE RELAÇÕES COM INVESTIDORES,GEOFFREY AISWORTH LANNGLANDS,7/20/1977,AV RIO BRANCO 138/9 ANDAR,,,RIO DE JANEIRO,RJ,,20057000,(21) 2718412,,,BOLSA
2844,,CIA BRASILEIRA DE ESTRUTURAS METALICAS,CIBRESME,METALURGIA E SIDERURGIA,PJ,7.20314E+12,11/4/1982,2/8/1962,11/13/2007,CANCELAMENTO DE OFÍCIO C/BASE INSTR. CVM 287/98,CANCELADA,11/13/2007,,,,,ADCON AUDITORIA CONTL EMP SC,5.72233E+12,SEDE,AV.TENENTE LISBOA Nº 1650,,TYROL,FORTALEZA,CE,BRASIL,,(85) 2364433,(21) 24019545,cibresme@secrel.com.br,DIRETOR DE RELAÇÕES COM INVESTIDORES,JOSE SERGIO CUNHA DE FIGUEIREDO,11/4/1982,RUA VICENTE LINHARES 45,,ALDEOTA,FORTALEZA,CE,,60135270,(85) 2364433,(85) 2360043,cibresme@cibresme.com.br,BALCÃO NÃO ORGANIZADO
2852,,CIA BRAS MATERIAIS COBRACO,COBRACO,"Construção Civil, Mat. Constr. e Decoração",PJ,3.33161E+13,11/11/1968,,5/29/1987,ATENDIMENTO AS NORMAS DA INSTR CVM 03/78,CANCELADA,5/29/1987,,,,,C MARTON CIA AUDITORES INDEP,5.54386E+13,SEDE,"R.GAL.OSORIO, 277 - CONJ. C",,,SÃO PAULO,SP,BRASIL,,(11) 2219944,,,DIRETOR DE RELAÇÕES COM INVESTIDORES,ARMANDO H.M.CARDOSO,11/11/1968,"R.GAL.OSORIO, 277 - CONJ. C",,,SÃO PAULO,SP,,1213000,(11) 2219944,,,BOLSA
2860,,CIA. BRAS PETRÓLEO IPIRANGA,PETROLEO IPIRANGA,PETRÓLEO E GÁS,PJ,3.30698E+13,6/27/1968,5/2/1959,7/17/2008,ATENDIMENTO AS NORMAS DA INSTRUÇÃO CVM Nº 361/02,CANCELADA,7/17/2008,,,,,PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES,6.15621E+13,SEDE,"RUA FRANCISCO EUGENIO, 329",9º ANDAR,SÃO CRISTOVÃO,RIO DE JANEIRO,RJ,BRASIL,,(21) 25745732,(21) 25690463,webmaster@ipiranga.com.br,DIRETOR DE RELAÇÕES COM INVESTIDORES,JOSé MANUEL ALVES BORGES,3/3/2008,"RUA FRANCISCO EUGêNIO, 329",,SãO CRISTóVãO,RIO DE JANEIRO,RJ,,20941900,(21) 25745452,(21) 25690463,INVEST@ULTRA.COM.BR,BOLSA
2879,,CIA BRAS PLASTICOS MONSANTO,MONSANTO,Petroquímicos e Borracha,PJ,6.10793E+13,11/18/1971,,10/16/1985,ATENDIMENTO AS NORMAS DA INSTR CVM 03/78,CANCELADA,10/16/1985,,,,,,,SEDE,"RUA PAES LEME, 524 - 14 ANDAR",,,SÃO PAULO,SP,BRASIL,,(11) 8150211,,,DIRETOR DE RELAÇÕES COM INVESTIDORES,FRANCISCO SILVERIO M.CESPEDE,11/18/1971,"RUA BOA VISTA, 185 - 5 ANDAR",,,SÃO PAULO,SP,,1092000,(11) 8150211,,,BOLSA
2887,,CIA BRAS PROJETOS OBRAS CBPO,CBPO,"Construção Civil, Mat. Constr. e Decoração",PJ,6.11564E+13,8/23/1982,,1/14/1993,ATENDIMENTO AS NORMAS DA INSTR CVM 03/78,CANCELADA,1/14/1993,,,,,PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES,6.15621E+13,SEDE,"AV.PRES.KENNEDY, 2869",,,OSASCO,SP,BRASIL,,(11) 7021177,,,DIRETOR DE RELAÇÕES COM INVESTIDORES,GERALDO VILLIN PRADO,8/23/1982,"AV.PRES.KENNEDY, 2869",,,OSASCO,SP,,6000000,(11) 7021177,,,BALCÃO NÃO ORGANIZADO
2909,,CIA CACIQUE CAFE SOLUVEL,CACIQUE,ALIMENTOS,PJ,7.85884E+13,7/20/1977,10/17/1959,3/23/2015,Cancelamento Voluntário - IN CVM 480/09,CANCELADA,3/23/2015,FASE OPERACIONAL,7/20/1977,Categoria A,1/1/2010,KPMG AUDITORES ASSOCIADOS,5.28032E+13,SEDE,Rua Horácio Sabino Coimbra,nº 100,Pq Ind. Cacique,LONDRINA,PR,BRASIL,,(43) 40096186,(43) 40096363,cesariocoimbraneto-ri@cafepele.com.br,DIRETOR DE RELAÇÕES COM INVESTIDORES,PAULO ROBERTO FERRO,1/17/2011,RUA HORáCIO SABINO COIMBRA,100,PQ. INDUST. HORACIO S. COIMBRA,LONDRINA,PR,,86072900,(43) 40096108,(43) 40096103,relacaoinvestidores@cafepele.com.br,BOLSA
2917,,CIA CERVEJARIA BRAHMA,BRAHMA,BEBIDAS E FUMO,PJ,3.3367E+13,6/30/1978,,11/8/2000,ATENDIMENTO AS NORMAS DA INSTR CVM 229/95,CANCELADA,11/8/2000,,,,,PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES,6.15621E+13,SEDE,"RUA Mª. COELHO D AGUIAR,215/6A",,,SÃO PAULO,SP,BRASIL,,(11) 37413978,(11) 37411856,,DIRETOR DE RELAÇÕES COM INVESTIDORES,LUIS FELIPE PEDREIRA D LEITE,6/30/1978,R Mª COELHO AGUIAR 215/6 AND,,JD SÃO LUIS,SÃO PAULO,SP,,5804900,(11) 37413978,(011) 37411856,,BOLSA
2925,,CIA CERVEJARIA CUIABANA,CERVEJARIA CUIABANA,BEBIDAS E FUMO,PJ,3.46883E+12,1/4/1967,,10/24/1997,ELISÃO POR INCORPORAÇÃO,CANCELADA,10/24/1997,,,,,PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES,6.15621E+13,SEDE,AV ARCHIMEDES PEREIRA LIMA S/N,,,CUIABÁ,MT,BRASIL,,(65) 6611001,(65) 6612040,,DIRETOR DE RELAÇÕES COM INVESTIDORES,DANILO PALMER,1/4/1967,"EST.DO MOINHO,KM 2,5 - COXIPO",,,CUIABÁ,MT,,78100000,(65) 3614433,,,BALCÃO NÃO ORGANIZADO
2933,,COMPANHIA CIMENTO PORTLAND ITAU,FABRICAÇÃO DE CIMENTO PORTLAND,EXTRAÇÃO MINERAL,PJ,2.403E+13,7/11/1939,3/10/1937,5/21/2004,ATENDIMENTO AS NORMAS DA INSTRUÇÃO CVM Nº 361/02,CANCELADA,5/21/2004,,,,,PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES,6.15621E+13,SEDE,RODOVIA MG 050 TREVO KM 341,,TABOCA,ITAÚ DE MINAS,MG,BRASIL,,(35) 35369311,(35) 35361258,,DIRETOR DE RELAÇÕES COM INVESTIDORES,OSMAR ANTONIO MIGDALESKI,7/11/1939,"PRAçA PROF. JOSé LANNES, 40",,BROOKLIN NOVO,SÃO PAULO,SP,,4571100,(11) 21620605,(11) 21620753,,BOLSA
2941,,CIA COMERCIAL BORBA CAMPO,BORDA DO CAMPO,"Máquinas, Equipamentos, Veículos e Peças",PJ,6.14227E+13,9/10/1969,,11/22/2006,CANCELAMENTO DE OFÍCIO C/BASE INSTR. CVM 287/98,CANCELADA,11/22/2006,,,,,,,SEDE,R TRONA CONSTANZA 10,,,SÃO PAULO,SP,BRASIL,,(11) 2612922,,,DIRETOR DE RELAÇÕES COM INVESTIDORES,LUIZ WALLACE SIMONSEN FILHO,9/10/1969,"AV. DR. GASTAO VIDIGAL, 400",,,SÃO PAULO,SP,,5314000,(11) 2612922,,,BALCÃO NÃO ORGANIZADO
2950,,CIA COML SCHRADER,COMERCIAL SCHRADER,"Máquinas, Equipamentos, Veículos e Peças",PJ,8.26369E+13,7/20/1977,,9/28/2000,ATENDIMENTO AS NORMAS DA INSTR CVM 229/95,CANCELADA,9/28/2000,,,,,ACTUS AUDITORES INDEPENDENTES S/S,8.37949E+13,SEDE,RUA ITAJAI Nº 625,,VORSTADT,BLUMENAU,SC,BRASIL,,(47) 3268722,(47) 3220188,schrader@nutucnet.com.br,DIRETOR DE RELAÇÕES COM INVESTIDORES,HEINZ WOLFGANG SCHRADER,7/20/1977,RUA ITAJAI Nº 625,,VORSTADT,BLUMENAU,SC,,89015200,(47) 3268722,(47) 3220188,schrader@nutecnet.com.br,BOLSA
2976,,CIA CIMENTO ATOL,CIMENTO ATOL,EXTRAÇÃO MINERAL,PJ,9.93441E+12,10/29/1973,,11/27/1995,ATENDIMENTO AS NORMAS DA INSTR CVM 03/78,CANCELADA,11/27/1995,,,,,TAMIRES PELINCA DA COSTA,31534449,SEDE,ENGENHO SAO JOAO  S/N,,,RECIFE,PE,BRASIL,,(81) 2710322,(81) 2711004,,DIRETOR DE RELAÇÕES COM INVESTIDORES,RICARDO C.A.BRENNAND FILHO,10/29/1973,FAZENDA SAO SEBASTIAO S/N,,,RECIFE,PE,,27240000,(82) 2711126,,,BALCÃO NÃO ORGANIZADO
2984,,CIA. DE CIMENTOS DO BRASIL,-,EXTRAÇÃO MINERAL,PJ,1.09199E+13,12/22/1971,,4/7/2004,ATENDIMENTO AS NORMAS DA INSTRUÇÃO CVM Nº 361/02,CANCELADA,4/7/2004,,,,,DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES,4.99286E+13,SEDE,"AV. MARIA COELHO AGUIAR, 215 B",L. E 8.,JARDIM SÃO LUIZ,SÃO PAULO,SP,BRASIL,,(11) 37413175,(11) 37413173,gilson.aravechia@cimpor.com.br,DIRETOR DE RELAÇÕES COM INVESTIDORES,LUIZ CARLOS ROMERO FERNANDES,12/22/1971,"AV. MARIA COELHO AGUIAR, 215 B",L. E 8. AN,JARDIM SAO LUIZ,SÃO PAULO,SP,,5805000,(11) 37413521,(11) 37413295,luiz.carlos@cimpor.com.br,BALCÃO NÃO ORGANIZADO
2992,,CIA CIMENTO IPANEMA,CIMENTO IPANEMA,EXTRAÇÃO MINERAL,PJ,6.08693E+13,5/24/1978,,2/6/1991,ENQUADRAMENTO EXCEÇÕES DA INSTR. CVM 03/78,CANCELADA,2/6/1991,,,,,RUHTRA S/C,3.30173E+13,SEDE,"AV. IPIRANGA, 104 - 11 ANDAR",,,SÃO PAULO,SP,BRASIL,,(11) 2577411,,,DIRETOR DE RELAÇÕES COM INVESTIDORES,PETER HEINRICH KUMIN,5/24/1978,"AV.IPIRANGA, 104 - 11 ANDAR",,,SÃO PAULO,SP,,1046000,(11) 2577411,,,BOLSA
3000,,CIA CIMENTO PORTL GAUCHO,CIMENTO VOTORAN,EXTRAÇÃO MINERAL,PJ,8.9724E+13,3/17/1970,,4/12/1993,ENQUADRAMENTO EXCEÇÕES DA INSTR. CVM 03/78,CANCELADA,4/12/1993,,,,,PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES,6.15621E+13,SEDE,ROD. BR. 116 - KM 256,,,ESTEIO,RS,BRASIL,,(0512) 4731333,,,DIRETOR DE RELAÇÕES COM INVESTIDORES,MARIO GOMES DAMACENO,3/17/1970,ROD. BR. 116 - KM 256,,,ESTEIO,RS,,93250000,(0512) 4731333,,,BOLSA
3018,,CIA CIMENTO PORTL PARAISO,CIMENTO PARAISO,EXTRAÇÃO MINERAL,PJ,3.31603E+13,1/7/1970,,3/31/1997,ATENDIMENTO AS NORMAS DA INSTR CVM 03/78,CANCELADA,3/31/1997,,,,,RUHTRA S/C,3.30173E+13,SEDE,RUA VERBO DIVINO 1488/6 ANDAR,,,SÃO PAULO,SP,BRASIL,,(11) 471900,(11) 2472074,,DIRETOR DE RELAÇÕES COM INVESTIDORES,PETER HEINRICH KUMIN,1/7/1970,RUA VERBO DIVINO 1488/6 ANDAR,,,SÃO PAULO,SP,,4719002,(11) 5478617,(0011) 2472074,,BALCÃO NÃO ORGANIZADO
3026,,CIA CIMENTO SALVADOR,CIMENTO SALVADOR,EXTRAÇÃO MINERAL,PJ,1.52181E+13,11/21/1972,,6/24/1988,ELISÃO POR INCORPORAÇÃO,CANCELADA,6/24/1988,,,,,"BOUCINHAS, CAMPOS & CONTI AUDITORES INDEPENDENTES S/S",6.26504E+13,SEDE,"ESTR.PONTA DA SAPOCA, S/N",,,SALVADOR,BA,BRASIL,,(71) 5948122,,,DIRETOR DE RELAÇÕES COM INVESTIDORES,JOSE ARMANDO RIBEIRO,11/21/1972,R 15 DE NOVEMBRO 324,,,SÃO PAULO,SP,,1013000,(11) 2390711,,,BOLSA
3034,,CIA DESENVOLVIMENTO AGRO PECUARIA INDUSTRIAL MIN EST PA,PROPARA,"AGRICULTURA (AÇUCAR, ALCOOL E CANA)",PJ,5.77E+12,7/20/1977,,8/9/2005,CANCELAMENTO DE OFÍCIO C/BASE INSTR. CVM 287/98,CANCELADA,8/9/2005,,,,,ARTHUR ANDERSEN BIEDERMANN A I,4.40382E+13,SEDE,AV ALBERTO BINS 658 CJ 602,,,PORTO ALEGRE,RS,BRASIL,,(51) 2125311,(0051) 2125311,,DIRETOR DE RELAÇÕES COM INVESTIDORES,FERNANDO HALFEN,7/20/1977,AV ALBERTO BINS 658,,,PORTO ALEGRE,RS,,90030140,(51) 2125311,(51) 2125311,,BALCÃO NÃO ORGANIZADO
3050,CBEE,AMPLA ENERGIA E SERVIÇOS S.A.,AMPLA,ENERGIA ELÉTRICA,PJ,3.30501E+13,8/15/1969,6/1/1909,,,ATIVO,8/15/1969,FASE OPERACIONAL,8/15/1969,Categoria A,1/1/2010,BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES,5.42769E+13,SEDE,Praça Leoni Ramos,n.º 1,São Domingos,NITERÓI,RJ,BRASIL,,(21) 26137000,(21) 26137161,tcavalcante@endesabr.com.br,DIRETOR DE RELAÇÕES COM INVESTIDORES,AURÉLIO RICARDO BUSTILHO DE OLIVEIRA,7/30/2012,"PRAÇA LEONI RAMOS, Nº 1","7º ANDAR, BL. 01",SÃO DOMINGOS,NITERÓI,RJ,,24210201,(85) 34534029,(21) 26137122,brasil.investorrelations@enel.com,BOLSA
